 Recursos Federais do SUS (por Município) - Conceito de Período de Competência - Santa Catarina
Valor despendido por Tipo de Despesa e Ano Competência
Período:Dez/1996-Dez/2006
"Tipo de Despesa";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"Total"
".. Campanha de vacinação";-;-;-;-;-;-;316075,85;-;-;-;-;316075,85
".. Campanha de vacinação anti-rábica";-;-;-;-;-;-;104474,15;-;-;-;18250,00;122724,15
".. Campanha de vacinação do idoso";-;-;-;-;-;-;-;67322,25;68193,15;70165,35;71169,30;276850,05
".. Cirurgia de deformidade crânio-facial";-;-;-;-;47916,48;13706,94;-;-;-;-;-;61623,42
".. Cirurgia oncológica";-;-;-;-;544222,53;293068,28;-;-;-;-;-;837290,81
".. Co-financ carga viral HIV e TCD4/CD8";-;-;-;-;-;755688,29;1408832,65;1760413,89;429161,76;-;-;4354096,59
".. Complemento teto financeiro - plena";-;-;1541681,95;1144020,03;-;-;-;-;-;-;-;2685701,98
".. Câmara de compensação de alta complexidade";-;-;25895,03;-;-;-;-;-;-;-;-;25895,03
".. Fator de recomposição 25% (plena)";1676920,25;20222651,00;7098712,16;-;-;-;-;-;-;-;-;28998283,41
".. Financ atividades cadastr avaliação estab saúde";-;-;-;-;-;18904,00;-;-;-;-;-;18904,00
".. Formação de Recursos Humanos";-;-;-;-;-;-;-;-;69098,87;69098,87;-;138197,74
".. Gestantes de alto risco - extra teto";-;-;-;86822,99;-;-;-;-;-;-;-;86822,99
".. Gestão plena do sistema estadual (NOAS)";-;-;-;-;-;-;70056489,15;151421189,96;167618207,83;166049237,75;154920855,19;710065979,88
".. Gestão plena sistema municipal - alta complexid";-;-;-;-;-;42914282,18;51290566,36;-;-;-;-;94204848,54
".. Gestão plena sistema municipal - média complex";-;-;-;-;-;117067051,97;162108032,57;140305235,89;168643747,12;179087417,83;185789279,71;953000765,09
".. Impacto da psiquiatria";-;-;-;-;-;78403,26;-;-;-;-;-;78403,26
".. Incent. Implantação Programa Qualificação dos C";-;-;-;-;-;-;-;-;-;28000,00;-;28000,00
".. Incent. Prog. Nacional de HIV/AIDS e outras DST";-;-;-;-;-;-;-;2728119,59;4740173,79;4625271,75;4196788,09;16290353,22
".. Incentivo (MAC) à população indígena";-;-;-;-;-;169784,00;-;-;-;-;-;169784,00
".. Incentivo - SAMU";-;-;-;-;-;-;-;-;-;-;400000,00;400000,00
".. Incentivo Adicional ao CEO";-;-;-;-;-;-;-;-;150000,00;760000,00;520000,00;1430000,00
".. Leitos de UTI - extra teto";-;-;-;316354,08;-;-;-;-;-;-;-;316354,08
".. MAC vigilância sanitária";-;-;-;-;318653,00;656598,30;817310,40;749201,20;1321558,88;991118,47;838477,95;5692918,20
".. Medicamentos excepcionais pacientes crônicos";-;-;-;-;9910448,80;12698507,31;15213408,38;17058781,58;30324733,78;33504557,91;48617912,87;167328350,63
".. Medicamentos excepcionais para transplantes";-;-;-;57219,79;-;-;-;-;-;-;-;57219,79
".. Neurocirurgia - extra teto";-;-;-;498816,70;-;-;-;-;-;-;-;498816,70
".. Plano nacional de controle tuberculose";-;-;-;11153,00;153042,20;62227,80;-;-;-;-;-;226423,00
".. Programa de Especialidade Odontológica";-;-;-;-;-;-;-;-;79200,00;855800,00;1546600,00;2481600,00
".. Programa de combate ao câncer de colo uterino";-;-;-;386224,99;1432648,57;786507,76;-;-;-;-;-;2605381,32
".. Programa de humanização pré-natal e nascimentos";-;-;-;-;1214966,40;-;-;-;-;-;-;1214966,40
".. Programa de radioterapia/quimioterapia";-;-;-;-;69217,82;-;-;-;-;-;-;69217,82
".. Projeto Inclusão Social Trabalho (Saúde Mental)";-;-;-;-;-;-;-;-;-;10000,00;10000,00;20000,00
".. Serviços Atendimento Móvel de Urgências - SAMU";-;-;-;-;-;-;-;-;-;1020000,00;12806000,00;13826000,00
".. Transplantes";-;-;-;320916,41;859955,87;863573,05;-;-;-;-;-;2044445,33
".. Urgência e emergência - extra teto";-;-;520361,94;1200881,35;-;-;-;-;-;-;-;1721243,29
"Transferências - atenção básica";-;-;46011624,95;66012613,41;89512569,03;117698135,28;141752832,63;162741026,98;192763899,05;206958040,98;225692952,33;1249143694,64
".. Anvisa - Taxa de fiscalização";-;-;-;-;-;592401,18;1203001,59;-;865150,58;1350343,19;1370488,08;5381384,62
".. Apoio à população indígena";-;-;-;14600,00;249150,00;835330,00;931320,00;708860,00;698540,00;815500,00;774800,00;5028100,00
".. Ações Red. Mortalidade Materna e Neonatal - PRO";-;-;-;-;-;-;-;-;-;-;7005,00;7005,00
".. Ações de diagnóstico laboratorial da tuberculos";-;-;-;-;-;-;-;-;-;15000,00;-;15000,00
".. Ações vigil e prevenção doenças agravos não tra";-;-;-;-;-;-;-;-;-;216855,00;-;216855,00
".. Cadastro nacional de usuários do SUS";-;-;-;-;-;253650,21;682289,44;186675,10;29091,70;58962,00;-;1210668,45
".. Campanha de Vacinação - Tríplice Viral";-;-;-;-;-;-;-;-;58813,35;-;-;58813,35
".. Epidemiologia e controle de doenças";-;-;-;-;3955963,22;11027086,02;11751594,70;12436861,29;13080954,31;13485074,01;12080500,45;77818034,00
".. Epidemiologia e controle de doenças (adicional)";-;-;-;-;-;-;1664,70;315414,53;528231,08;596332,56;546638,18;1988281,05
".. Farmácia básica";-;-;-;3800466,51;5098448,52;5238789,99;5448737,40;5047322,59;5527707,36;7179552,94;8480944,12;45821969,43
".. Financ aos Centros de Referência Saúde Trabalha";-;-;-;-;-;-;-;418000,00;696000,00;696000,00;738000,00;2548000,00
".. Formação Profissional Agentes Comunitários Saúd";-;-;-;-;-;-;-;-;-;-;1088033,33;1088033,33
".. Inc. Fortalecimento Gestão de Vigilância em Saú";-;-;-;-;-;-;-;-;-;603583,06;968159,41;1571742,47
".. Inc. Hosp. Subsist. Vig. Ep. en Âmbito Hospital";-;-;-;-;-;-;-;-;-;77500,00;170500,00;248000,00
".. Inc. Intens. Ações Vigilância Controle Hansenía";-;-;-;-;-;-;-;-;27000,00;-;30000,00;57000,00
".. Inc. Pesq. Acidentes Violências Serviços Sentin";-;-;-;-;-;-;-;-;-;-;21129,00;21129,00
".. Inc. Realiz. Levant. Índice Rápido - Aedes Aegy";-;-;-;-;-;-;-;-;13602,87;-;-;13602,87
".. Inc. realiz. Capacitações Aprovadas no VIGISUS";-;-;-;-;-;-;-;-;-;315945,00;-;315945,00
".. Incent. Desenv. Ativ. Inq. Nac. Prev. do Tracom";-;-;-;-;-;-;-;-;14980,00;-;-;14980,00
".. Incent. Implantação dos Sistemas SIM e SINASC";-;-;-;-;-;-;-;-;80640,00;-;-;80640,00
".. Incentivo Estabelecimento de Parcerias com as O";-;-;-;-;-;-;-;-;-;345614,00;316812,87;662426,87
".. Incentivo Formação dos Agentes Comunitários Saú";-;-;-;-;-;-;-;-;-;-;151760,00;151760,00
".. Incentivo a ações básicas vigilância sanitária";-;-;883338,98;1249767,55;1266708,64;1308130,95;1362183,96;1375502,07;1393526,12;1401810,12;1768207,55;12009175,94
".. Incentivo adicional PACS";-;-;-;-;-;-;1734480,00;1893600,00;2184000,00;2644200,00;3216500,00;11672780,00
".. Incentivo ações combate a carência nutricional";-;-;870142,50;2593642,50;2767117,50;2739690,00;1460025,00;-;-;-;-;10430617,50
".. Incentivo fortalec lab centr saúde pública - LA";-;-;-;-;-;-;-;-;-;424384,00;742672,00;1167056,00
".. Incentivo para Casa de Apoio HIV/AIDS";-;-;-;-;-;-;-;-;-;238386,00;218520,61;456906,61
".. Incentivo à Farmácia Popular do Brasil";-;-;-;-;-;-;-;-;50000,00;500000,00;350000,00;900000,00
".. Incentivo à saúde bucal";-;-;-;-;-;1739498,50;3368244,99;5611147,94;8379400,00;10979000,00;11324950,00;41402241,43
".. Incentivo às Ações de Controle da Tuberculose";-;-;-;-;-;-;-;32650,00;-;64913,81;17850,00;115413,81
".. Inserção dos Antigos Hospitais Colônias - SVS";-;-;-;-;-;-;-;-;-;-;77500,00;77500,00
".. Intensific Ações Vigilância e Controle da Tuber";-;-;-;-;-;-;-;78566,09;132927,70;30337,91;-;241831,70
".. Medicamentos dos Grupos AR 0,95";-;-;-;-;-;-;-;-;-;-;3656979,76;3656979,76
".. Medicamentos dos Grupos HD 1,15";-;-;-;-;-;-;-;-;-;-;3873511,74;3873511,74
".. Medicamentos para saúde mental";-;-;-;287384,10;632245,02;689721,84;689721,84;689721,84;689721,84;689721,84;632245,02;5000483,34
".. Piso de Atenção Básica - ampliado";-;-;-;-;-;-;3165801,36;1249008,81;-;-;-;4414810,17
".. Piso de atenção básica - fixo";-;-;42284460,52;51502298,02;52406264,14;53779893,92;52366532,46;54531278,62;67516415,34;72975530,76;72999317,57;520361991,35
".. Programa Farmácia Popular do Brasil";-;-;-;-;-;-;-;-;-;10000,00;490000,00;500000,00
".. Programa Financ. Ações Alimentação Nutrição (FA";-;-;-;-;-;-;-;-;-;-;140000,00;140000,00
".. Programa agentes comunitários de saúde";-;-;441849,98;2755867,11;8406431,99;11705611,37;16368483,19;21248640,00;22894000,00;29672380,00;33608250,00;147101513,64
".. Programa de Expansão do PROESF - PLUS";-;-;-;-;-;-;-;-;-;462100,00;68500,00;530600,00
".. Programa de Expansão do PSF - PROESF";-;-;-;-;-;-;-;495800,00;2136747,00;2077605,00;201300,00;4911452,00
".. Programa de Saúde da Família";-;-;1531832,97;3808587,62;14730240,00;27636984,00;41218752,00;56272624,00;65623540,00;58863727,00;65345422,00;335031709,59
".. Sistema integrado saúde fronteiras - SISFRONTEI";-;-;-;-;-;-;-;-;-;22484,28;89051,04;111535,32
".. Vacinação poliomielite";-;-;-;-;-;151347,30;-;149354,10;142909,80;145198,50;127404,60;716214,30
"Transferências - ações estratégicas";-;-;-;-;-;7497353,46;34425553,16;50269968,74;60680656,08;77392939,05;65690314,83;295956785,32
".. AIDS - Ações Estratégicas";-;-;-;-;-;128619,00;291486,00;332351,00;320577,00;466386,00;250026,00;1789445,00
".. Acomp. Pac. Saúde Mental - Ações Estratégic. -";-;-;-;-;-;-;-;2304331,55;3203982,10;4529548,50;4320813,55;14358675,70
".. Acomp. de paciente - Ações Estratégicas - SIA";-;-;-;-;-;-;3662454,10;1200237,50;5595735,15;8821104,15;618016,22;19897547,12
".. Acomp. pós transplante - Ações Estratégicas";-;-;-;-;-;603861,66;2567064,84;2022083,62;2395387,72;2987303,56;3027339,21;13603040,61
".. Acompanh. a def. auditivo - Ações Estratégicas";-;-;-;-;-;3036,00;312,00;-;9031,50;3184201,77;4734366,76;7930948,03
".. Aids - Ações Estratégicas - AIH";-;-;-;-;-;-;-;74050,00;143170,00;109640,00;91380,00;418240,00
".. Angioplastia endovascular - SIH";-;-;-;-;-;-;1581,95;16950,78;134270,33;746016,67;1340077,76;2238897,49
".. Assistência domiciliar - Ações Estratégicas SIA";-;-;-;-;-;-;1034,55;32150,85;69297,75;121170,60;130943,45;354597,20
".. Assistência pré-natal - AIH";-;-;-;-;-;3520,00;168360,00;537280,00;703280,00;658920,00;511630,00;2582990,00
".. Cadastro Nac. de Estabelecimentos de Saúde - CN";-;-;-;-;-;-;-;14380,00;-;-;-;14380,00
".. Campanha de oftalmologia - Ações Estratégicas";-;-;-;-;-;899304,69;1650035,61;216737,71;96289,88;95104,51;-;2957472,40
".. Catarata - Ações Estratégicas - AIH";-;-;-;-;-;-;-;30661,43;-;-;-;30661,43
".. Central de Regulação - Ações Estratégicas";-;-;-;-;-;-;-;-;3894,19;-;-;3894,19
".. Cirurgias de alta freqüência - Ações Estratégic";-;-;-;-;-;245,05;-;-;-;-;-;245,05
".. Cirurgias eletivas - Ações Estratégicas";-;-;-;-;-;-;29310,19;-;-;-;-;29310,19
".. Cirurgias eletivas - Ações Estratégicas SIA";-;-;-;-;-;-;76378,83;-;-;-;-;76378,83
".. Câncer de colo uterino - Ações Estratégicas";-;-;-;-;-;1426039,16;3131722,48;2590047,72;2804063,88;2894093,02;2148840,15;14994806,41
".. Defic. auditiva escolar - Ações Estratégicas -";-;-;-;-;-;-;408,00;-;-;-;-;408,00
".. Deformidade crânio-facial - Ações Estrategicas";-;-;-;-;-;204456,18;132884,90;199708,01;199409,13;253292,80;244569,82;1234320,84
".. Fisioterapia -  - Ações Estratégicas SIA";-;-;-;-;-;-;7721,07;115416,83;159123,12;198736,08;210225,54;691222,64
".. Gastroplastia - Ações Estratégicas";-;-;-;-;-;-;227494,38;635883,38;544500,96;805632,78;332540,32;2546051,82
".. HIV/AIDS - Fórmula Infantil Adicional";-;-;-;-;-;-;-;105903,05;105873,05;105873,05;-;317649,15
".. Histocompatibilidade - Ações Estratégicas";-;-;-;-;-;579950,00;-;-;-;-;-;579950,00
".. Humanização do parto - Ações Estratégicas";-;-;-;-;-;7120,00;60920,00;195,50;-;-;-;68235,50
".. Leucemia mielóide - SIA";-;-;-;-;-;-;945926,00;2633529,00;3489216,00;4687472,50;3779970,50;15536114,00
".. Multirão de Cirurgias Eletivas Média Complexida";-;-;-;-;-;-;-;-;-;2882509,80;4404005,67;7286515,47
".. Neonatal - Ações Estratégicas- SIA";-;-;-;-;-;-;1798096,50;1563647,00;1996635,50;1125753,50;6934,00;6491066,50
".. Neurocirurgia - SIH";-;-;-;-;-;-;-;2584,20;-;-;779982,32;782566,52
".. Ortodontia - Ações Estratégicas";-;-;-;-;-;135204,30;68961,11;107774,20;120926,19;149698,89;160999,65;743564,34
".. Patologia clínica - Ações Estratégicas SIA";-;-;-;-;-;-;1255,00;11155,00;179527,52;206092,32;197256,16;595286,00
".. Prog Nac de Atenção a usuários de álcool e drog";-;-;-;-;-;-;100000,00;-;-;-;-;100000,00
".. Programa Nac. Avaliação Serviços de Saúde - PNA";-;-;-;-;-;-;-;-;-;16960,00;-;16960,00
".. Protetização - SIA";-;-;-;-;-;-;251096,00;-;-;1830,00;-;252926,00
".. Pré-natal - Ações Estratégicas";-;-;-;-;-;6300,00;174470,00;484970,00;711130,00;792410,00;622810,00;2792090,00
".. Próstata - Ações Estratégicas";-;-;-;-;-;280146,03;544528,92;534093,17;393485,78;72028,05;4458,05;1828740,00
".. Próstata - Ações Estratégicas - AIH";-;-;-;-;-;-;-;-;60343,05;398966,29;47080,75;506390,09
".. Prótese Dentária - Ações Estratégicas - SIA";-;-;-;-;-;-;-;-;-;33600,00;69780,00;103380,00
".. Psicodiagnóstico - Ações Estratégicas SIA";-;-;-;-;-;-;1298,76;23210,54;22591,30;23862,66;13393,12;84356,38
".. Queimados - Ações Estratégicas";-;-;-;-;-;99022,07;339204,38;271064,33;221669,17;307543,67;275484,06;1513987,68
".. Reabilitação - Ações Estratégicas";-;-;-;-;-;-;112420,00;316960,00;343000,00;285222,00;41318,20;1098920,20
".. Registro Civil e Nascimento - AIH";-;-;-;-;-;-;18780,00;66850,00;83325,00;78590,00;49640,00;297185,00
".. Retinopatia Diabética - Ações Estratégicas - AI";-;-;-;-;-;-;-;170816,62;276972,53;258309,54;21871,90;727970,59
".. Retinopatia Diabética - Ações Estratégicas - SI";-;-;-;-;-;-;-;78953,63;109572,33;121089,36;23726,22;333341,54
".. Síndr. Resp. Aguda Grave - Ações Estratégic. -";-;-;-;-;-;-;-;100000,00;-;-;-;100000,00
".. Terapia e psicoterapia - Ações Estratégicas SIA";-;-;-;-;-;-;32907,42;599741,76;871330,29;960396,21;813638,85;3278014,53
".. Terapia renal substitutiva - SIA";-;-;-;-;-;-;12670991,76;26324231,15;28180839,46;31176447,13;28770770,42;127123279,92
".. Transplantes - Ações Estratégicas";-;-;-;-;-;1853880,75;3071697,24;3647302,85;4672156,31;6136697,54;7430632,56;26812367,25
".. Transplantes - Ações Estratégicas - SIA";-;-;-;-;-;-;-;229687,70;-;-;-;229687,70
".. Tuberculose - Ações Estratégicas";-;-;-;-;-;113060,70;203333,60;118167,00;144328,80;123891,60;95822,80;798604,50
".. Varizes - Ações Estratégicas";-;-;-;-;-;1152987,87;2081337,57;2556861,66;2315721,09;1576544,50;119970,82;9803423,51
".. Vistoria PNASCH - Ações Estratégicas";-;-;-;-;-;600,00;80,00;-;-;-;-;680,00
"Total";17848805,59;225655815,99;265193765,17;332897095,82;335489349,96;416166965,57;477842258,72;529709606,68;629367588,27;674171618,05;701525917,86;4605868787,68
 Fonte: Ministério da Saúde - SIH/SUS, SIA/SUS e Fundo Nacional de Saúde
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
